Log file open, 03/22/23 13:53:25
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9187400][00000667E949C800 52] iPhone13Pro, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9187800][00000667E94C2800 52] iPhone13ProMax, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9186200][00000667E94A0000 52] iPhoneSE3, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9184400][00000667E94A5000 52] iPhone14, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9187A00][00000667E94A7800 52] iPhone14Plus, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9182200][00000667E94AA000 52] iPhone14Pro, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9185400][00000667E94AC800 52] iPhone14ProMax, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9188000][00000667E9492800 52] iPadPro105, 
[2023.03.22-12.53.29:139][  0]LogDeviceProfileManager: 	[00000667E9188400][00000667E94E0000 52] iPadPro129, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9188800][00000667E94E5000 52] iPadPro97, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9188E00][00000667E94E7800 52] iPadPro2_129, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9186000][00000667E94EA000 52] iPad5, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9188200][00000667E94EC800 52] iPad6, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9188600][00000667E94A2800 52] iPad7, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9185C00][00000667E94D0000 52] iPad8, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189000][00000667E94D5000 52] iPad9, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189400][00000667E94D7800 52] iPad10, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189800][00000667E94DA000 52] iPadPro11, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189E00][00000667E94DC800 52] iPadPro2_11, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9187200][00000667E94E2800 52] iPadPro3_11, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189C00][00000667E9410000 52] iPadPro4_11, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189600][00000667E9415000 52] iPadPro3_129, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9187600][00000667E9417800 52] iPadPro4_129, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918A000][00000667E941A000 52] iPadPro5_129, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918A400][00000667E941C800 52] iPadPro6_129, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918A800][00000667E94D2800 52] AppleTV, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918AE00][00000667E94F0000 52] AppleTV4K, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9187C00][00000667E94F5000 52] AppleTV2_4K, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918AC00][00000667E94F7800 52] TVOS, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918BE00][00000667E94FC800 52] Mac, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918BA00][00000667E94FA000 52] MacEditor, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918B400][00000667E9412800 52] MacClient, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918BC00][00000667E9500000 52] MacServer, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918C400][00000667E9507800 52] Linux, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918C600][00000667E9505000 52] LinuxEditor, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9188C00][00000667E950A000 52] LinuxArm64Editor, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918B000][00000667E950C800 52] LinuxArm64, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9188A00][00000667E94F2800 52] LinuxClient, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918AA00][00000667E9510000 52] LinuxArm64Client, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9182600][00000667E9515000 52] LinuxServer, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9186E00][00000667E9517800 52] LinuxArm64Server, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918C800][00000667E951A000 52] Android, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918CE00][00000667E951C800 52] Android_Preview_OpenGL, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918B800][00000667E9502800 52] Android_Preview_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918CC00][00000667E9520000 52] Android_Low, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9187E00][00000667E9525000 52] Android_Mid, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189200][00000667E9527800 52] Android_High, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918D000][00000667E952A000 52] Android_Default, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918D400][00000667E952C800 52] Android_Adreno4xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918D800][00000667E9512800 52] Android_Adreno5xx_Low, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918DE00][00000667E9530000 52] Android_Adreno5xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918A200][00000667E9535000 52] Android_Adreno6xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918DC00][00000667E9537800 52] Android_Adreno6xx_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918D600][00000667E953A000 52] Android_Adreno7xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9189A00][00000667E953C800 52] Android_Adreno7xx_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918E000][00000667E9522800 52] Android_Mali_T6xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918E400][00000667E9540000 52] Android_Mali_T7xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918E800][00000667E9545000 52] Android_Mali_T8xx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918EE00][00000667E9547800 52] Android_Mali_G71, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918B200][00000667E954A000 52] Android_Mali_G72, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918EC00][00000667E954C800 52] Android_Mali_G72_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918E600][00000667E9532800 52] Android_Mali_G76, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918C200][00000667E9550000 52] Android_Mali_G76_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918F000][00000667E9555000 52] Android_Mali_G77, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918F400][00000667E9557800 52] Android_Mali_G77_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918F800][00000667E955A000 52] Android_Mali_G78, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918FE00][00000667E955C800 52] Android_Mali_G78_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918B600][00000667E9542800 52] Android_Mali_G710, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918FC00][00000667E9560000 52] Android_Mali_G710_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918F600][00000667E9565000 52] Android_Xclipse_920, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E918CA00][00000667E9567800 52] Android_Xclipse_920_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E72CE600][00000667E956A000 52] Android_Vulkan_SM5, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667DFD2D600][00000667E956C800 52] Android_PowerVR_G6xxx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9580000][00000667E9552800 52] Android_PowerVR_GT7xxx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9581200][00000667E9570000 52] Android_PowerVR_GE8xxx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9581C00][00000667E9575000 52] Android_PowerVR_GM9xxx, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9580400][00000667E9577800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9580600][00000667E957A000 52] Android_TegraK1, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9581A00][00000667E957C800 52] Android_Unknown_Vulkan, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9582000][00000667E9562800 52] Oculus_Quest, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9582400][00000667E9590000 52] Oculus_Quest2, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: 	[00000667E9582800][00000667E9595000 52] HoloLens, 
[2023.03.22-12.53.29:140][  0]LogDeviceProfileManager: Active device profile: [00000667E9183A00][00000667DBDDC800 52] WindowsEditor
[2023.03.22-12.53.29:140][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.03.22-12.53.29:140][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.03.22-12.53.29:141][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.03.22-12.53.29:142][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.03.22-12.53.29:143][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.03.22-12.53.29:146][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2023.03.22-12.53.29:146][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Invalid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.03.22-12.53.29:146][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.03.22-12.53.29:146][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.03.22-12.53.29:146][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Valid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=10.0.22000.0, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.03.22-12.53.29:152][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/SpaceCapybara.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/TurnkeyReport_1.log" -log="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/TurnkeyLog_1.log" -project="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/SpaceCapybara.uproject"  -Device=Win64@MSI'
[2023.03.22-12.53.29:152][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/SpaceCapybara.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/TurnkeyReport_1.log" -log="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/Intermediate/TurnkeyLog_1.log" -project="C:/Users/engue/OneDrive/Documents/travail/GP-A2/Unreal/SpaceCapy/SpaceCapybara/SpaceCabybara/SpaceCapybara.uproject"  -Device=Win64@MSI" -nocompile -nocompileuat ]
[2023.03.22-12.53.29:230][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
